year,region,industry,pounds_per_hour_worked,quarter,avg_jobs_000,industry_group
1997,northwest,J,19.390290895372758,1997 Q4,67,information communication
1997,northwest,K,22.992123624343996,1997 Q1,93,financial insurance activities
1997,northwest,K,22.992123624343996,1997 Q2,95,financial insurance activities
1997,northwest,K,22.992123624343996,1997 Q3,96,financial insurance activities
1997,northwest,K,22.992123624343996,1997 Q4,94,financial insurance activities
1997,northwest,L,281.2794465723938,1997 Q1,32,real estate activities
1997,northwest,L,281.2794465723938,1997 Q2,33,real estate activities
1997,northwest,L,281.2794465723938,1997 Q3,32,real estate activities
1997,northwest,L,281.2794465723938,1997 Q4,33,real estate activities
1997,northwest,M,13.909436933357474,1997 Q1,163,professional scientific technical activities
1997,northwest,M,13.909436933357474,1997 Q2,168,professional scientific technical activities
1997,northwest,M,13.909436933357474,1997 Q3,164,professional scientific technical activities
1997,northwest,M,13.909436933357474,1997 Q4,161,professional scientific technical activities
1997,northwest,N,9.724727334179287,1997 Q1,207,administrative support service activities
1997,northwest,N,9.724727334179287,1997 Q2,215,administrative support service activities
1997,northwest,N,9.724727334179287,1997 Q3,224,administrative support service activities
1997,northwest,N,9.724727334179287,1997 Q4,214,administrative support service activities
1997,northwest,O,13.233420418967413,1997 Q1,168,public admin defence compulsory social security
1997,northwest,O,13.233420418967413,1997 Q2,169,public admin defence compulsory social security
1997,northwest,O,13.233420418967413,1997 Q3,171,public admin defence compulsory social security
1997,northwest,O,13.233420418967413,1997 Q4,168,public admin defence compulsory social security
1997,northwest,P,17.324395448527046,1997 Q1,220,education
1997,northwest,P,17.324395448527046,1997 Q2,221,education
1997,northwest,P,17.324395448527046,1997 Q3,220,education
1997,northwest,P,17.324395448527046,1997 Q4,218,education
1997,northwest,Q,12.364238547500403,1997 Q1,353,human health social work activities
1997,northwest,Q,12.364238547500403,1997 Q2,346,human health social work activities
1997,northwest,Q,12.364238547500403,1997 Q3,339,human health social work activities
1997,northwest,Q,12.364238547500403,1997 Q4,333,human health social work activities
1997,northwest,R,9.347028393481548,1997 Q1,67,arts entertainment recreation
1997,northwest,R,9.347028393481548,1997 Q2,70,arts entertainment recreation
1997,northwest,R,9.347028393481548,1997 Q3,70,arts entertainment recreation
1997,northwest,R,9.347028393481548,1997 Q4,68,arts entertainment recreation
1997,northwest,ST,13.283163822549277,1997 Q1,81,other services and domestic
1997,northwest,ST,13.283163822549277,1997 Q2,81,other services and domestic
1997,northwest,ST,13.283163822549277,1997 Q3,81,other services and domestic
1997,northwest,ST,13.283163822549277,1997 Q4,82,other services and domestic
1997,yorkshirehumber,ABDE,24.453746309170732,1997 Q1,63,"agriculture, mining, water, electricity"
1997,yorkshirehumber,ABDE,24.453746309170732,1997 Q2,65,"agriculture, mining, water, electricity"
1997,yorkshirehumber,ABDE,24.453746309170732,1997 Q3,65,"agriculture, mining, water, electricity"
1997,yorkshirehumber,ABDE,24.453746309170732,1997 Q4,67,"agriculture, mining, water, electricity"
1997,yorkshirehumber,C,17.002830766624317,1997 Q1,433,manufacturing
1997,yorkshirehumber,C,17.002830766624317,1997 Q2,428,manufacturing
1997,yorkshirehumber,C,17.002830766624317,1997 Q3,430,manufacturing
1997,yorkshirehumber,C,17.002830766624317,1997 Q4,432,manufacturing
1997,yorkshirehumber,F,11.769420563213956,1997 Q1,155,construction
1997,yorkshirehumber,F,11.769420563213956,1997 Q2,148,construction
1997,yorkshirehumber,F,11.769420563213956,1997 Q3,151,construction
1997,yorkshirehumber,F,11.769420563213956,1997 Q4,149,construction
1997,yorkshirehumber,G,12.362978157347943,1997 Q1,407,wholesale retail trade repair of motor vehicles and motorcycles
1997,yorkshirehumber,G,12.362978157347943,1997 Q2,411,wholesale retail trade repair of motor vehicles and motorcycles
1997,yorkshirehumber,G,12.362978157347943,1997 Q3,417,wholesale retail trade repair of motor vehicles and motorcycles
1997,yorkshirehumber,G,12.362978157347943,1997 Q4,421,wholesale retail trade repair of motor vehicles and motorcycles
1997,yorkshirehumber,H,13.265589137487588,1997 Q1,114,transport storage
1997,yorkshirehumber,H,13.265589137487588,1997 Q2,115,transport storage
1997,yorkshirehumber,H,13.265589137487588,1997 Q3,121,transport storage
1997,yorkshirehumber,H,13.265589137487588,1997 Q4,114,transport storage
1997,yorkshirehumber,I,8.092388576677546,1997 Q1,160,accommodation food service activities
1997,yorkshirehumber,I,8.092388576677546,1997 Q2,162,accommodation food service activities
1997,yorkshirehumber,I,8.092388576677546,1997 Q3,165,accommodation food service activities
1997,yorkshirehumber,I,8.092388576677546,1997 Q4,157,accommodation food service activities
1997,yorkshirehumber,J,21.60549724655101,1997 Q1,46,information communication
1997,yorkshirehumber,J,21.60549724655101,1997 Q2,46,information communication
1997,yorkshirehumber,J,21.60549724655101,1997 Q3,43,information communication
1997,yorkshirehumber,J,21.60549724655101,1997 Q4,46,information communication
1997,yorkshirehumber,K,20.540758178564708,1997 Q1,78,financial insurance activities
1997,yorkshirehumber,K,20.540758178564708,1997 Q2,78,financial insurance activities
1997,yorkshirehumber,K,20.540758178564708,1997 Q3,81,financial insurance activities
1997,yorkshirehumber,K,20.540758178564708,1997 Q4,79,financial insurance activities
1997,yorkshirehumber,L,348.6829253906656,1997 Q1,18,real estate activities
1997,yorkshirehumber,L,348.6829253906656,1997 Q2,18,real estate activities
1997,yorkshirehumber,L,348.6829253906656,1997 Q3,19,real estate activities
1997,yorkshirehumber,L,348.6829253906656,1997 Q4,21,real estate activities
1997,yorkshirehumber,M,14.786506209366866,1997 Q1,96,professional scientific technical activities
1997,yorkshirehumber,M,14.786506209366866,1997 Q2,99,professional scientific technical activities
1997,yorkshirehumber,M,14.786506209366866,1997 Q3,98,professional scientific technical activities
1997,yorkshirehumber,M,14.786506209366866,1997 Q4,103,professional scientific technical activities
1997,yorkshirehumber,N,9.541128954405501,1997 Q1,144,administrative support service activities
1997,yorkshirehumber,N,9.541128954405501,1997 Q2,145,administrative support service activities
1997,yorkshirehumber,N,9.541128954405501,1997 Q3,145,administrative support service activities
1997,yorkshirehumber,N,9.541128954405501,1997 Q4,144,administrative support service activities
1997,yorkshirehumber,O,12.980597404519783,1997 Q1,122,public admin defence compulsory social security
1997,yorkshirehumber,O,12.980597404519783,1997 Q2,121,public admin defence compulsory social security
1997,yorkshirehumber,O,12.980597404519783,1997 Q3,122,public admin defence compulsory social security
1997,yorkshirehumber,O,12.980597404519783,1997 Q4,121,public admin defence compulsory social security
1997,yorkshirehumber,P,17.029206757689906,1997 Q1,171,education
1997,yorkshirehumber,P,17.029206757689906,1997 Q2,173,education
1997,yorkshirehumber,P,17.029206757689906,1997 Q3,169,education
1997,yorkshirehumber,P,17.029206757689906,1997 Q4,153,education
1997,yorkshirehumber,Q,12.202395037863527,1997 Q1,246,human health social work activities
1997,yorkshirehumber,Q,12.202395037863527,1997 Q2,250,human health social work activities
1997,yorkshirehumber,Q,12.202395037863527,1997 Q3,253,human health social work activities
1997,yorkshirehumber,Q,12.202395037863527,1997 Q4,250,human health social work activities
1997,yorkshirehumber,R,10.07478699798597,1997 Q1,52,arts entertainment recreation
1997,yorkshirehumber,R,10.07478699798597,1997 Q2,52,arts entertainment recreation
1997,yorkshirehumber,R,10.07478699798597,1997 Q3,54,arts entertainment recreation
1997,yorkshirehumber,R,10.07478699798597,1997 Q4,54,arts entertainment recreation
1997,yorkshirehumber,ST,13.802263117515922,1997 Q1,55,other services and domestic
1997,yorkshirehumber,ST,13.802263117515922,1997 Q2,57,other services and domestic
1997,yorkshirehumber,ST,13.802263117515922,1997 Q3,57,other services and domestic
1997,yorkshirehumber,ST,13.802263117515922,1997 Q4,57,other services and domestic
1997,eastmidlands,ABDE,21.253741789252153,1997 Q1,69,"agriculture, mining, water, electricity"
1997,eastmidlands,ABDE,21.253741789252153,1997 Q2,69,"agriculture, mining, water, electricity"
1997,eastmidlands,ABDE,21.253741789252153,1997 Q3,68,"agriculture, mining, water, electricity"
1997,eastmidlands,ABDE,21.253741789252153,1997 Q4,69,"agriculture, mining, water, electricity"
1997,eastmidlands,C,17.0160595136374,1997 Q1,423,manufacturing
1997,eastmidlands,C,17.0160595136374,1997 Q2,426,manufacturing
1997,eastmidlands,C,17.0160595136374,1997 Q3,426,manufacturing
1997,eastmidlands,C,17.0160595136374,1997 Q4,425,manufacturing
1997,eastmidlands,F,11.764556467505507,1997 Q1,122,construction
1997,eastmidlands,F,11.764556467505507,1997 Q2,131,construction
1997,eastmidlands,F,11.764556467505507,1997 Q3,131,construction
1997,eastmidlands,F,11.764556467505507,1997 Q4,128,construction
1997,eastmidlands,G,13.623872442375129,1997 Q1,336,wholesale retail trade repair of motor vehicles and motorcycles
1997,eastmidlands,G,13.623872442375129,1997 Q2,339,wholesale retail trade repair of motor vehicles and motorcycles
1997,eastmidlands,G,13.623872442375129,1997 Q3,348,wholesale retail trade repair of motor vehicles and motorcycles
1997,eastmidlands,G,13.623872442375129,1997 Q4,341,wholesale retail trade repair of motor vehicles and motorcycles
1997,eastmidlands,H,17.98825772718298,1997 Q1,73,transport storage
1997,eastmidlands,H,17.98825772718298,1997 Q2,74,transport storage
1997,eastmidlands,H,17.98825772718298,1997 Q3,73,transport storage
1997,eastmidlands,H,17.98825772718298,1997 Q4,81,transport storage
1997,eastmidlands,I,8.416121701871425,1997 Q1,106,accommodation food service activities
1997,eastmidlands,I,8.416121701871425,1997 Q2,112,accommodation food service activities
1997,eastmidlands,I,8.416121701871425,1997 Q3,112,accommodation food service activities
1997,eastmidlands,I,8.416121701871425,1997 Q4,114,accommodation food service activities
1997,eastmidlands,J,18.28641156408289,1997 Q1,41,information communication
1997,eastmidlands,J,18.28641156408289,1997 Q2,40,information communication
1997,eastmidlands,J,18.28641156408289,1997 Q3,41,information communication
1997,eastmidlands,J,18.28641156408289,1997 Q4,42,information communication
1997,eastmidlands,K,25.711983985830948,1997 Q1,41,financial insurance activities
1997,eastmidlands,K,25.711983985830948,1997 Q2,43,financial insurance activities
1997,eastmidlands,K,25.711983985830948,1997 Q3,44,financial insurance activities
1997,eastmidlands,K,25.711983985830948,1997 Q4,41,financial insurance activities
1997,eastmidlands,L,325.5435448901286,1997 Q1,16,real estate activities
1997,eastmidlands,L,325.5435448901286,1997 Q2,19,real estate activities
1997,eastmidlands,L,325.5435448901286,1997 Q3,17,real estate activities
1997,eastmidlands,L,325.5435448901286,1997 Q4,15,real estate activities
1997,eastmidlands,M,14.658009582643876,1997 Q1,90,professional scientific technical activities
1997,eastmidlands,M,14.658009582643876,1997 Q2,93,professional scientific technical activities
1997,eastmidlands,M,14.658009582643876,1997 Q3,92,professional scientific technical activities
1997,eastmidlands,M,14.658009582643876,1997 Q4,93,professional scientific technical activities
1997,eastmidlands,N,11.604723515658165,1997 Q1,131,administrative support service activities
1997,eastmidlands,N,11.604723515658165,1997 Q2,127,administrative support service activities
1997,eastmidlands,N,11.604723515658165,1997 Q3,132,administrative support service activities
1997,eastmidlands,N,11.604723515658165,1997 Q4,130,administrative support service activities
1997,eastmidlands,O,14.15756453999098,1997 Q1,93,public admin defence compulsory social security
1997,eastmidlands,O,14.15756453999098,1997 Q2,92,public admin defence compulsory social security
1997,eastmidlands,O,14.15756453999098,1997 Q3,92,public admin defence compulsory social security
1997,eastmidlands,O,14.15756453999098,1997 Q4,92,public admin defence compulsory social security
1997,eastmidlands,P,16.343395183602283,1997 Q1,145,education
1997,eastmidlands,P,16.343395183602283,1997 Q2,149,education
1997,eastmidlands,P,16.343395183602283,1997 Q3,145,education
1997,eastmidlands,P,16.343395183602283,1997 Q4,147,education
1997,eastmidlands,Q,10.911480620299097,1997 Q1,201,human health social work activities
1997,eastmidlands,Q,10.911480620299097,1997 Q2,203,human health social work activities
1997,eastmidlands,Q,10.911480620299097,1997 Q3,203,human health social work activities
1997,eastmidlands,Q,10.911480620299097,1997 Q4,203,human health social work activities
1997,eastmidlands,R,10.889783126004634,1997 Q1,40,arts entertainment recreation
1997,eastmidlands,R,10.889783126004634,1997 Q2,43,arts entertainment recreation
1997,eastmidlands,R,10.889783126004634,1997 Q3,42,arts entertainment recreation
1997,eastmidlands,R,10.889783126004634,1997 Q4,42,arts entertainment recreation
1997,eastmidlands,ST,15.03380420605924,1997 Q1,53,other services and domestic
1997,eastmidlands,ST,15.03380420605924,1997 Q2,57,other services and domestic
1997,eastmidlands,ST,15.03380420605924,1997 Q3,54,other services and domestic
1997,eastmidlands,ST,15.03380420605924,1997 Q4,55,other services and domestic
1997,westmidlands,ABDE,23.70297116988599,1997 Q1,68,"agriculture, mining, water, electricity"
1997,westmidlands,ABDE,23.70297116988599,1997 Q2,68,"agriculture, mining, water, electricity"
1997,westmidlands,ABDE,23.70297116988599,1997 Q3,66,"agriculture, mining, water, electricity"
1997,westmidlands,ABDE,23.70297116988599,1997 Q4,66,"agriculture, mining, water, electricity"
1997,westmidlands,C,16.117555093308226,1997 Q1,576,manufacturing
1997,westmidlands,C,16.117555093308226,1997 Q2,577,manufacturing
1997,westmidlands,C,16.117555093308226,1997 Q3,572,manufacturing
1997,westmidlands,C,16.117555093308226,1997 Q4,577,manufacturing
1997,westmidlands,F,12.5019911634631,1997 Q1,151,construction
1997,westmidlands,F,12.5019911634631,1997 Q2,154,construction
1997,westmidlands,F,12.5019911634631,1997 Q3,164,construction
1997,westmidlands,F,12.5019911634631,1997 Q4,171,construction
1997,westmidlands,G,12.486499220816833,1997 Q1,453,wholesale retail trade repair of motor vehicles and motorcycles
1997,westmidlands,G,12.486499220816833,1997 Q2,454,wholesale retail trade repair of motor vehicles and motorcycles
1997,westmidlands,G,12.486499220816833,1997 Q3,449,wholesale retail trade repair of motor vehicles and motorcycles
1997,westmidlands,G,12.486499220816833,1997 Q4,449,wholesale retail trade repair of motor vehicles and motorcycles
1997,westmidlands,H,14.76928167212443,1997 Q1,100,transport storage
1997,westmidlands,H,14.76928167212443,1997 Q2,99,transport storage
1997,westmidlands,H,14.76928167212443,1997 Q3,96,transport storage
1997,westmidlands,H,14.76928167212443,1997 Q4,101,transport storage
1997,westmidlands,I,9.333310337164678,1997 Q1,135,accommodation food service activities
1997,westmidlands,I,9.333310337164678,1997 Q2,135,accommodation food service activities
1997,westmidlands,I,9.333310337164678,1997 Q3,132,accommodation food service activities
1997,westmidlands,I,9.333310337164678,1997 Q4,138,accommodation food service activities
1997,westmidlands,J,17.73299623469464,1997 Q1,61,information communication
1997,westmidlands,J,17.73299623469464,1997 Q2,62,information communication
1997,westmidlands,J,17.73299623469464,1997 Q3,63,information communication
1997,westmidlands,J,17.73299623469464,1997 Q4,63,information communication
1997,westmidlands,K,25.75193000820336,1997 Q1,72,financial insurance activities
1997,westmidlands,K,25.75193000820336,1997 Q2,76,financial insurance activities
1997,westmidlands,K,25.75193000820336,1997 Q3,77,financial insurance activities
1997,westmidlands,K,25.75193000820336,1997 Q4,76,financial insurance activities
1997,westmidlands,L,339.9506264955342,1997 Q1,25,real estate activities
1997,westmidlands,L,339.9506264955342,1997 Q2,26,real estate activities
1997,westmidlands,L,339.9506264955342,1997 Q3,24,real estate activities
1997,westmidlands,L,339.9506264955342,1997 Q4,24,real estate activities
1997,westmidlands,M,12.974397638764005,1997 Q1,119,professional scientific technical activities
1997,westmidlands,M,12.974397638764005,1997 Q2,116,professional scientific technical activities
1997,westmidlands,M,12.974397638764005,1997 Q3,112,professional scientific technical activities
1997,westmidlands,M,12.974397638764005,1997 Q4,111,professional scientific technical activities
1997,westmidlands,N,9.256161429169769,1997 Q1,169,administrative support service activities
1997,westmidlands,N,9.256161429169769,1997 Q2,176,administrative support service activities
1997,westmidlands,N,9.256161429169769,1997 Q3,177,administrative support service activities
1997,westmidlands,N,9.256161429169769,1997 Q4,171,administrative support service activities
1997,westmidlands,O,16.29373677070749,1997 Q1,109,public admin defence compulsory social security
1997,westmidlands,O,16.29373677070749,1997 Q2,108,public admin defence compulsory social security
1997,westmidlands,O,16.29373677070749,1997 Q3,108,public admin defence compulsory social security
1997,westmidlands,O,16.29373677070749,1997 Q4,107,public admin defence compulsory social security
1997,westmidlands,P,16.311998641378242,1997 Q1,184,education
1997,westmidlands,P,16.311998641378242,1997 Q2,186,education
1997,westmidlands,P,16.311998641378242,1997 Q3,187,education
1997,westmidlands,P,16.311998641378242,1997 Q4,187,education
1997,westmidlands,Q,11.964865646351003,1997 Q1,238,human health social work activities
1997,westmidlands,Q,11.964865646351003,1997 Q2,238,human health social work activities
1997,westmidlands,Q,11.964865646351003,1997 Q3,236,human health social work activities
1997,westmidlands,Q,11.964865646351003,1997 Q4,237,human health social work activities
1997,westmidlands,R,11.914237465021605,1997 Q1,52,arts entertainment recreation
1997,westmidlands,R,11.914237465021605,1997 Q2,52,arts entertainment recreation
1997,westmidlands,R,11.914237465021605,1997 Q3,50,arts entertainment recreation
1997,westmidlands,R,11.914237465021605,1997 Q4,48,arts entertainment recreation
1997,westmidlands,ST,13.472982913265254,1997 Q1,66,other services and domestic
1997,westmidlands,ST,13.472982913265254,1997 Q2,62,other services and domestic
1997,westmidlands,ST,13.472982913265254,1997 Q3,65,other services and domestic
1997,westmidlands,ST,13.472982913265254,1997 Q4,66,other services and domestic
1997,east,ABDE,24.062617156053047,1997 Q1,73,"agriculture, mining, water, electricity"
1997,east,ABDE,24.062617156053047,1997 Q2,74,"agriculture, mining, water, electricity"
1997,east,ABDE,24.062617156053047,1997 Q3,75,"agriculture, mining, water, electricity"
1997,east,ABDE,24.062617156053047,1997 Q4,75,"agriculture, mining, water, electricity"
1997,east,C,20.78044832057885,1997 Q1,349,manufacturing
1997,east,C,20.78044832057885,1997 Q2,352,manufacturing
1997,east,C,20.78044832057885,1997 Q3,356,manufacturing
1997,east,C,20.78044832057885,1997 Q4,368,manufacturing
1997,east,F,13.562676273166987,1997 Q1,180,construction
1997,east,F,13.562676273166987,1997 Q2,182,construction
1997,east,F,13.562676273166987,1997 Q3,187,construction
1997,east,F,13.562676273166987,1997 Q4,194,construction
1997,east,G,13.312635875096484,1997 Q1,461,wholesale retail trade repair of motor vehicles and motorcycles
1997,east,G,13.312635875096484,1997 Q2,466,wholesale retail trade repair of motor vehicles and motorcycles
1997,east,G,13.312635875096484,1997 Q3,474,wholesale retail trade repair of motor vehicles and motorcycles
1997,east,G,13.312635875096484,1997 Q4,475,wholesale retail trade repair of motor vehicles and motorcycles
1997,east,H,15.300222345479193,1997 Q1,123,transport storage
1997,east,H,15.300222345479193,1997 Q2,125,transport storage
1997,east,H,15.300222345479193,1997 Q3,122,transport storage
1997,east,H,15.300222345479193,1997 Q4,121,transport storage
1997,east,I,7.4367873801516415,1997 Q1,148,accommodation food service activities
1997,east,I,7.4367873801516415,1997 Q2,152,accommodation food service activities
1997,east,I,7.4367873801516415,1997 Q3,151,accommodation food service activities
1997,east,I,7.4367873801516415,1997 Q4,141,accommodation food service activities
1997,east,J,23.639969132840065,1997 Q1,88,information communication
1997,east,J,23.639969132840065,1997 Q2,90,information communication
1997,east,J,23.639969132840065,1997 Q3,96,information communication
1997,east,J,23.639969132840065,1997 Q4,98,information communication
1997,east,K,24.13635172772779,1997 Q1,82,financial insurance activities
1997,east,K,24.13635172772779,1997 Q2,85,financial insurance activities
1997,east,K,24.13635172772779,1997 Q3,91,financial insurance activities
1997,east,K,24.13635172772779,1997 Q4,94,financial insurance activities
1997,east,L,401.0880273712896,1997 Q1,21,real estate activities
1997,east,L,401.0880273712896,1997 Q2,24,real estate activities
1997,east,L,401.0880273712896,1997 Q3,24,real estate activities
1997,east,L,401.0880273712896,1997 Q4,22,real estate activities
1997,east,M,19.672631677888422,1997 Q1,138,professional scientific technical activities
1997,east,M,19.672631677888422,1997 Q2,141,professional scientific technical activities
1997,east,M,19.672631677888422,1997 Q3,150,professional scientific technical activities
1997,east,M,19.672631677888422,1997 Q4,150,professional scientific technical activities
1997,east,N,15.111357800551612,1997 Q1,156,administrative support service activities
1997,east,N,15.111357800551612,1997 Q2,164,administrative support service activities
1997,east,N,15.111357800551612,1997 Q3,168,administrative support service activities
1997,east,N,15.111357800551612,1997 Q4,168,administrative support service activities
1997,east,O,14.464047362898027,1997 Q1,107,public admin defence compulsory social security
1997,east,O,14.464047362898027,1997 Q2,107,public admin defence compulsory social security
1997,east,O,14.464047362898027,1997 Q3,109,public admin defence compulsory social security
1997,east,O,14.464047362898027,1997 Q4,109,public admin defence compulsory social security
1997,east,P,17.640380688936435,1997 Q1,180,education
1997,east,P,17.640380688936435,1997 Q2,181,education
1997,east,P,17.640380688936435,1997 Q3,182,education
1997,east,P,17.640380688936435,1997 Q4,189,education
1997,east,Q,13.181146265807687,1997 Q1,230,human health social work activities
1997,east,Q,13.181146265807687,1997 Q2,230,human health social work activities
1997,east,Q,13.181146265807687,1997 Q3,227,human health social work activities
1997,east,Q,13.181146265807687,1997 Q4,227,human health social work activities
1997,east,R,10.061901985953075,1997 Q1,56,arts entertainment recreation
1997,east,R,10.061901985953075,1997 Q2,53,arts entertainment recreation
1997,east,R,10.061901985953075,1997 Q3,52,arts entertainment recreation
1997,east,R,10.061901985953075,1997 Q4,54,arts entertainment recreation
1997,east,ST,11.722491005129674,1997 Q1,80,other services and domestic
1997,east,ST,11.722491005129674,1997 Q2,83,other services and domestic
1997,east,ST,11.722491005129674,1997 Q3,83,other services and domestic
1997,east,ST,11.722491005129674,1997 Q4,81,other services and domestic
