year,region,industry,pounds_per_hour_worked
1997,southeast,G,15.461717175864466
1997,southeast,H,17.526753053580375
1997,southeast,I,8.609077080199153
1997,southeast,J,30.287639959996543
1997,southeast,K,25.445122963255315
1997,southeast,L,398.52464951862476
1997,southeast,M,18.196953607917475
1997,southeast,N,12.055478526559263
1997,southeast,O,17.9253781639114
1997,southeast,P,15.537359820664985
1997,southeast,Q,12.096947302289204
1997,southeast,R,14.7927815845675
1997,southeast,ST,14.916600209443393
1997,southwest,ALLINDUSTRIES,17.447194436161972
1997,southwest,ABDE,17.025008898146876
1997,southwest,C,17.739144620602456
1997,southwest,F,10.856802178987289
1997,southwest,G,12.272812950171094
1997,southwest,H,16.47267887713107
1997,southwest,I,8.149851655729796
1997,southwest,J,18.999259488583494
1997,southwest,K,24.399800250635987
1997,southwest,L,322.7198461261758
1997,southwest,M,15.326088423929619
1997,southwest,N,10.868927933292335
1997,southwest,O,16.26616866524205
1997,southwest,P,15.492845905824177
1997,southwest,Q,12.301658153935067
1997,southwest,R,10.90993636651995
1997,southwest,ST,14.667802378729426
1997,wales,ALLINDUSTRIES,16.5210952785299
1997,wales,ABDE,14.250395581775036
1997,wales,C,17.884855595489714
1997,wales,F,11.381325749103388
1997,wales,G,11.31640893559818
1997,wales,H,14.715475778927262
1997,wales,I,8.462657715012517
1997,wales,J,18.50781654222435
1997,wales,K,20.117137708819598
1997,wales,L,858.1546719267246
1997,wales,M,11.832684446511605
1997,wales,N,10.217502186247033
1997,wales,O,16.10964257820128
1997,wales,P,16.306865636212756
1997,wales,Q,11.390073197522169
1997,wales,R,9.751507299610426
1997,wales,ST,10.418961418023157
1997,scotland,ALLINDUSTRIES,17.475320969563224
1997,scotland,ABDE,26.692140654389384
1997,scotland,C,19.68489994377764
1997,scotland,F,13.337210056324794
1997,scotland,G,12.614562055371321
1997,scotland,H,13.803283503475441
1997,scotland,I,8.446086070351317
1997,scotland,J,20.80107747358158
1997,scotland,K,24.9948168731612
1997,scotland,L,324.5187563392247
1997,scotland,M,14.241980704118376
1997,scotland,N,8.844698855789137
1997,scotland,O,13.730444502931615
1997,scotland,P,18.961109788212106
1997,scotland,Q,13.013940181933172
1997,scotland,R,9.404885840613108
1997,scotland,ST,14.897193132489651
1997,northernireland,ALLINDUSTRIES,16.138197987783006
1997,northernireland,ABDE,7.4340436335322435
1997,northernireland,C,17.06693271034697
1997,northernireland,F,12.76693390929567
1997,northernireland,G,13.320298839498792
1997,northernireland,H,15.400630210738791
1997,northernireland,I,7.175163785000773
1997,northernireland,J,27.145115907557024
1997,northernireland,K,21.016254157467856
1997,northernireland,L,946.3739671899932
1997,northernireland,M,24.746699484489106
1997,northernireland,N,11.924927772124105
1997,northernireland,O,14.152201709830853
1997,northernireland,P,17.29193910131597
1997,northernireland,Q,11.692558595981858
1997,northernireland,R,9.78814259681927
1997,northernireland,ST,6.857770413428518
1998,uk,ALLINDUSTRIES,19.33210556765507
1998,uk,ABDE,28.87535874229685
1998,uk,C,18.49683949300319
1998,uk,F,13.286842568416514
1998,uk,G,14.211445196899092
1998,uk,H,17.13820167718744
1998,uk,I,9.91717682482975
1998,uk,J,26.41827328502657
1998,uk,K,27.60278764023491
1998,uk,L,324.64846251809456
1998,uk,M,16.914106365348783
1998,uk,N,12.226901199750507
1998,uk,O,16.045846338047646
1998,uk,P,17.93135001033326
1998,uk,Q,13.107276650768386
1998,uk,R,13.08912028020217
1998,uk,ST,15.706232066551285
1998,northeast,ALLINDUSTRIES,16.790270521161048
1998,northeast,ABDE,26.221551382554477
1998,northeast,C,17.74729774820096
1998,northeast,F,11.218603689833003
1998,northeast,G,12.464671620592739
1998,northeast,H,12.825641488565482
1998,northeast,I,7.16333954193877
1998,northeast,J,22.480240518981653
1998,northeast,K,27.99843675325117
1998,northeast,L,367.74386337586503
1998,northeast,M,10.66622696457279
1998,northeast,N,9.422085707288822
1998,northeast,O,14.252749237152369
1998,northeast,P,18.202820945514432
1998,northeast,Q,11.848884892387392
1998,northeast,R,9.346734889679894
1998,northeast,ST,18.92348561860393
1998,northwest,ALLINDUSTRIES,17.934161883623162
1998,northwest,ABDE,26.9475439438466
1998,northwest,C,18.64591489587783
1998,northwest,F,13.178863669224391
1998,northwest,G,13.239211395100796
1998,northwest,H,16.407255610600725
1998,northwest,I,8.89703159654965
1998,northwest,J,20.89173609854838
1998,northwest,K,25.084826526614858
1998,northwest,L,299.6012683006667
1998,northwest,M,15.317140439594738
1998,northwest,N,11.103272961851472
1998,northwest,O,13.293893134926325
1998,northwest,P,18.75476512254385
1998,northwest,Q,13.245721745292878
1998,northwest,R,10.702293421345384
1998,northwest,ST,14.884179263053843
1998,yorkshirehumber,ALLINDUSTRIES,17.188747691211073
1998,yorkshirehumber,ABDE,22.75618786023904
1998,yorkshirehumber,C,17.173820678934923
1998,yorkshirehumber,F,12.790224273188201
1998,yorkshirehumber,G,12.567438094124295
1998,yorkshirehumber,H,14.120628233733951
1998,yorkshirehumber,I,9.496474572381295
1998,yorkshirehumber,J,23.149608710908492
1998,yorkshirehumber,K,20.883592665104256
1998,yorkshirehumber,L,362.56745721638396
1998,yorkshirehumber,M,14.539474821114407
1998,yorkshirehumber,N,10.389353407713623
1998,yorkshirehumber,O,13.84337564562195
1998,yorkshirehumber,P,18.766330804113565
1998,yorkshirehumber,Q,12.548128115199034
1998,yorkshirehumber,R,10.389880953580201
1998,yorkshirehumber,ST,15.571972613828219
1998,eastmidlands,ALLINDUSTRIES,17.248150387054554
1998,eastmidlands,ABDE,20.141742553660283
1998,eastmidlands,C,16.34255544613198
1998,eastmidlands,F,11.915918652530205
1998,eastmidlands,G,13.92601686694185
1998,eastmidlands,H,16.249077121516304
1998,eastmidlands,I,8.856834507033593
1998,eastmidlands,J,18.788078281526367
1998,eastmidlands,K,26.70697295248142
1998,eastmidlands,L,359.2409529214475
1998,eastmidlands,M,14.899332474823007
1998,eastmidlands,N,12.168663646548104
1998,eastmidlands,O,14.148166939578163
1998,eastmidlands,P,18.06917574916863
1998,eastmidlands,Q,11.972396133268148
1998,eastmidlands,R,12.319150608192599
1998,eastmidlands,ST,15.876970485801815
1998,westmidlands,ALLINDUSTRIES,17.37505051030809
1998,westmidlands,ABDE,23.795606588457133
1998,westmidlands,C,16.151454424516903
1998,westmidlands,F,11.718253638916986
1998,westmidlands,G,12.928916467965738
1998,westmidlands,H,14.630131975985492
1998,westmidlands,I,10.828849459658201
1998,westmidlands,J,20.925855566078667
1998,westmidlands,K,26.529754618635916
1998,westmidlands,L,343.41764292423437
1998,westmidlands,M,14.176020017573453
1998,westmidlands,N,10.811241802717324
1998,westmidlands,O,15.712904935057098
1998,westmidlands,P,17.113508670211377
1998,westmidlands,Q,12.396176160894768
1998,westmidlands,R,12.100132065623228
1998,westmidlands,ST,15.5419879760167
1998,east,ALLINDUSTRIES,19.282823307564268
1998,east,ABDE,25.33206502997079
1998,east,C,20.453448018278266
1998,east,F,14.422167155465734
1998,east,G,13.611127592989236
1998,east,H,16.25058235599941
1998,east,I,9.080510990057864
1998,east,J,21.45205850903524
1998,east,K,24.18571782906429
1998,east,L,443.3071555341526
1998,east,M,19.078516117943323
1998,east,N,13.37271985870052
1998,east,O,14.05879504183325
1998,east,P,17.397856577235792
1998,east,Q,14.229439391559142
1998,east,R,11.33518436793727
1998,east,ST,11.766329945490078
1998,london,ALLINDUSTRIES,23.621091276223964
1998,london,ABDE,34.44456647150538
1998,london,C,21.32879012588298
1998,london,F,16.623694582654114
1998,london,G,18.838631682855237
1998,london,H,23.400158939954203
1998,london,I,13.260327598727917
1998,london,J,32.32777888283492
1998,london,K,33.706417329817235
1998,london,L,201.54353762064508
1998,london,M,18.807786591732267
1998,london,N,14.800216783398469
1998,london,O,16.505588688806526
1998,london,P,21.739886521257738
1998,london,Q,15.615662320323253
1998,london,R,17.846691324151703
1998,london,ST,20.885888122106028
1998,southeast,ALLINDUSTRIES,21.140333357421373
1998,southeast,ABDE,24.234143048712546
1998,southeast,C,22.342796347243112
1998,southeast,F,13.598687234543894
1998,southeast,G,16.03354418266912
1998,southeast,H,18.027502591458916
1998,southeast,I,10.58150790102705
1998,southeast,J,30.683464318245314
1998,southeast,K,25.190526950870282
1998,southeast,L,385.59641733933034
1998,southeast,M,19.510328846022315
1998,southeast,N,12.481697345998349
1998,southeast,O,16.93518847541091
1998,southeast,P,16.430529902600874
1998,southeast,Q,12.482156074269966
1998,southeast,R,17.14794579022745
1998,southeast,ST,16.307627778713314
1998,southwest,ALLINDUSTRIES,17.808722865522704
1998,southwest,ABDE,18.983852113833073
1998,southwest,C,18.099680730872567
1998,southwest,F,11.618447165762054
1998,southwest,G,12.48368443560455
1998,southwest,H,15.463699350708216
1998,southwest,I,9.358032944454381
1998,southwest,J,19.750325445751926
1998,southwest,K,24.027959999055966
1998,southwest,L,274.0457016655203
1998,southwest,M,15.73771203977041
1998,southwest,N,11.213385536670529
1998,southwest,O,15.580282925174314
1998,southwest,P,15.552938743220114
1998,southwest,Q,12.688273466264123
1998,southwest,R,11.585805276619823
1998,southwest,ST,15.070722056285234
1998,wales,ALLINDUSTRIES,16.631283142559518
1998,wales,ABDE,13.702342071817117
1998,wales,C,17.297695506428987
1998,wales,F,11.714004809658228
1998,wales,G,11.336343444301306
1998,wales,H,15.52451212982217
1998,wales,I,8.104105649359173
1998,wales,J,20.035482471864785
1998,wales,K,23.819688916793297
1998,wales,L,701.0787624286329
1998,wales,M,11.722375974832847
1998,wales,N,10.129019490709881
1998,wales,O,16.447275741421556
1998,wales,P,17.394881930575675
1998,wales,Q,11.742851502856087
1998,wales,R,10.325532219867316
1998,wales,ST,11.0056189365425
1998,scotland,ALLINDUSTRIES,17.93551556291997
1998,scotland,ABDE,24.919101515646513
1998,scotland,C,19.360263832068675
1998,scotland,F,13.48144020232369
1998,scotland,G,13.075038303479669
1998,scotland,H,13.694971602087065
1998,scotland,I,9.115869475890824
1998,scotland,J,24.366959667885006
1998,scotland,K,24.791111795894114
1998,scotland,L,410.35053891078917
1998,scotland,M,14.581145613858311
1998,scotland,N,10.779189275809038
1998,scotland,O,15.724981424731734
1998,scotland,P,17.613071307361647
1998,scotland,Q,13.550725610111481
1998,scotland,R,9.864968076392188
1998,scotland,ST,15.102745284636736
1998,northernireland,ALLINDUSTRIES,15.548756648502682
1998,northernireland,ABDE,5.143263501064795
1998,northernireland,C,16.13847017836475
1998,northernireland,F,13.714511426051354
1998,northernireland,G,12.857389951007491
1998,northernireland,H,13.78812741185318
1998,northernireland,I,7.335446775870473
1998,northernireland,J,23.40543371262499
1998,northernireland,K,22.10664098108494
1998,northernireland,L,787.6672914605405
1998,northernireland,M,16.715466591899645
1998,northernireland,N,11.908063253713436
1998,northernireland,O,14.50538157948435
1998,northernireland,P,16.233875464128207
1998,northernireland,Q,12.867344387684998
1998,northernireland,R,8.842956554213554
1998,northernireland,ST,11.909214756752656
1999,uk,ALLINDUSTRIES,19.84538912229874
1999,uk,ABDE,31.54695354634845
1999,uk,C,18.863390023204754
1999,uk,F,13.739858448850535
1999,uk,G,14.587800264469198
1999,uk,H,17.220790076724246
1999,uk,I,10.692440507897592
1999,uk,J,28.71497763013713
1999,uk,K,25.62417535999641
1999,uk,L,315.8505973729454
1999,uk,M,17.391653797500325
1999,uk,N,12.934974734117153
1999,uk,O,16.376215815824224
1999,uk,P,18.308124916835983
1999,uk,Q,13.601384818048468
1999,uk,R,13.349668937617377
1999,uk,ST,16.450163478660883
1999,northeast,ALLINDUSTRIES,17.256148779543476
1999,northeast,ABDE,25.11123875052706
1999,northeast,C,18.049813455587767
1999,northeast,F,13.612842828533458
1999,northeast,G,12.570133119531489
1999,northeast,H,13.594706786014122
1999,northeast,I,8.7085709849781
1999,northeast,J,23.03360475263371
1999,northeast,K,24.670510540493993
1999,northeast,L,394.7376815268504
1999,northeast,M,10.173964783788618
1999,northeast,N,10.255046300137758
1999,northeast,O,14.139651880594862
1999,northeast,P,17.94133986269319
1999,northeast,Q,12.74067840576825
1999,northeast,R,8.917841403034119
1999,northeast,ST,16.546663749708177
1999,northwest,ALLINDUSTRIES,18.391462457936598
1999,northwest,ABDE,26.757450285884588
1999,northwest,C,19.701869895041884
1999,northwest,F,12.904442136676138
1999,northwest,G,13.861864138557655
1999,northwest,H,15.16680791967975
1999,northwest,I,10.234546956676295
1999,northwest,J,22.823286745369675
1999,northwest,K,22.51209771695922
1999,northwest,L,318.64504550650133
1999,northwest,M,16.17171933159719
1999,northwest,N,11.176040126679023
1999,northwest,O,14.187240049841883
1999,northwest,P,17.69399293338352
1999,northwest,Q,13.55089204643675
1999,northwest,R,11.90282820530299
1999,northwest,ST,15.732446560841415
1999,yorkshirehumber,ALLINDUSTRIES,17.58737944205807
1999,yorkshirehumber,ABDE,28.956111823125497
1999,yorkshirehumber,C,16.813823272269673
1999,yorkshirehumber,F,12.585168501176323
1999,yorkshirehumber,G,12.837337885313925
1999,yorkshirehumber,H,15.416639089699615
1999,yorkshirehumber,I,9.917699318142853
1999,yorkshirehumber,J,27.006660217696982
1999,yorkshirehumber,K,20.448781915503677
1999,yorkshirehumber,L,357.84443401218033
1999,yorkshirehumber,M,15.269761153572517
1999,yorkshirehumber,N,11.150809414062515
1999,yorkshirehumber,O,14.25755691238979
1999,yorkshirehumber,P,16.695002463300945
1999,yorkshirehumber,Q,13.43923749899092
1999,yorkshirehumber,R,11.046971561466787
1999,yorkshirehumber,ST,17.200470655754444
1999,eastmidlands,ALLINDUSTRIES,17.436250755748308
1999,eastmidlands,ABDE,22.460530848645064
1999,eastmidlands,C,16.775481772588513
1999,eastmidlands,F,12.379906810085256
1999,eastmidlands,G,14.04597623765782
1999,eastmidlands,H,15.083146337539022
1999,eastmidlands,I,10.213821570378164
1999,eastmidlands,J,20.183312631058484
1999,eastmidlands,K,22.723470898203768
1999,eastmidlands,L,364.0058729313398
1999,eastmidlands,M,15.196164489010567
1999,eastmidlands,N,12.366259961344664
1999,eastmidlands,O,15.6115041081619
1999,eastmidlands,P,15.426542398309282
1999,eastmidlands,Q,12.360865237503091
1999,eastmidlands,R,12.524735588094973
1999,eastmidlands,ST,14.841076528394705
1999,westmidlands,ALLINDUSTRIES,18.38271422479907
1999,westmidlands,ABDE,22.721106864338328
1999,westmidlands,C,15.90110090279734
1999,westmidlands,F,14.656832033682225
1999,westmidlands,G,14.267657566091039
1999,westmidlands,H,15.948245295088462
1999,westmidlands,I,10.72150740660946
1999,westmidlands,J,24.924089776089843
1999,westmidlands,K,24.024676109971978
1999,westmidlands,L,340.23110417549725
1999,westmidlands,M,15.072075578512871
1999,westmidlands,N,12.639044725514946
1999,westmidlands,O,16.46437398268799
1999,westmidlands,P,17.350399503227486
1999,westmidlands,Q,14.053999654663883
1999,westmidlands,R,12.624943422733034
1999,westmidlands,ST,18.057536956793005
1999,east,ALLINDUSTRIES,19.984601644627933
1999,east,ABDE,27.766796299675008
1999,east,C,20.525074505192745
1999,east,F,14.85571523612876
1999,east,G,14.39727809856267
1999,east,H,16.911877166120135
1999,east,I,9.713827749674193
1999,east,J,23.185400384122637
1999,east,K,22.61556036345575
1999,east,L,370.06455027340814
1999,east,M,19.689349967215946
1999,east,N,14.586194983588202
1999,east,O,15.362338666713713
1999,east,P,19.393602797985636
1999,east,Q,14.879819114487805
1999,east,R,10.832746063958561
1999,east,ST,12.47136578716371
1999,london,ALLINDUSTRIES,23.667212042840493
1999,london,ABDE,33.175402717459185
1999,london,C,22.424687685446322
1999,london,F,17.300898529344067
1999,london,G,17.6028359826724
1999,london,H,23.227667895330185
1999,london,I,13.29010250589759
1999,london,J,33.278066099594184
1999,london,K,31.828195406328533
1999,london,L,213.13958190498357
1999,london,M,19.054150403098536
1999,london,N,14.841704301417336
1999,london,O,16.850203143791067
1999,london,P,21.546050070590486
1999,london,Q,16.23242231224658
1999,london,R,18.291476458497492
1999,london,ST,20.312418430713983
1999,southeast,ALLINDUSTRIES,21.69959054725077
1999,southeast,ABDE,24.894771513328575
1999,southeast,C,23.09292808227833
1999,southeast,F,14.624603905197889
1999,southeast,G,16.455892421548587
1999,southeast,H,17.98632648753641
1999,southeast,I,11.115890179938383
1999,southeast,J,35.74032404166235
1999,southeast,K,23.347810290394175
1999,southeast,L,348.94030123882953
1999,southeast,M,20.03640701142956
1999,southeast,N,13.357835353051854
1999,southeast,O,16.45121164428175
1999,southeast,P,17.98120332319437
1999,southeast,Q,12.362298580294564
1999,southeast,R,15.772604695473595
1999,southeast,ST,16.699829476848677
1999,southwest,ALLINDUSTRIES,18.49938128822571
1999,southwest,ABDE,24.001659304329834
1999,southwest,C,19.210647648936153
1999,southwest,F,11.473682130541992
1999,southwest,G,12.74415601545198
1999,southwest,H,16.013586262875734
1999,southwest,I,9.902583375079624
1999,southwest,J,21.46010354356883
1999,southwest,K,21.269147671031636
1999,southwest,L,278.4858748059382
1999,southwest,M,16.088127825191773
1999,southwest,N,12.423123241283056
1999,southwest,O,16.663340199849348
1999,southwest,P,17.34444290131169
1999,southwest,Q,12.520416384536261
1999,southwest,R,11.619804811952076
1999,southwest,ST,16.648438534368754
1999,wales,ALLINDUSTRIES,17.07242167219365
1999,wales,ABDE,14.636478981359614
1999,wales,C,17.450166654710014
1999,wales,F,10.532914162409657
1999,wales,G,11.981007026086957
1999,wales,H,14.312541105262996
1999,wales,I,9.313070780770783
1999,wales,J,22.043490633246517
1999,wales,K,22.6905914880426
1999,wales,L,491.2244145160506
1999,wales,M,12.764403165264406
1999,wales,N,11.015370257848463
1999,wales,O,16.27635867494788
1999,wales,P,17.548569458259443
1999,wales,Q,13.154887513282874
1999,wales,R,10.174681068459115
1999,wales,ST,13.80494628401889
1999,scotland,ALLINDUSTRIES,18.252835943575786
1999,scotland,ABDE,22.502160719239615
1999,scotland,C,19.190160537554654
1999,scotland,F,13.323395890764711
1999,scotland,G,14.011722904829577
1999,scotland,H,14.090135827515061
1999,scotland,I,10.18562092974489
1999,scotland,J,24.416935931381946
1999,scotland,K,23.47090312684751
1999,scotland,L,391.49269158953155
1999,scotland,M,14.309879846327949
1999,scotland,N,11.559872072465735
1999,scotland,O,15.441756600210267
1999,scotland,P,20.682741599966157
1999,scotland,Q,13.770064661864506
1999,scotland,R,11.408235427903712
1999,scotland,ST,15.459748828858302
1999,northernireland,ALLINDUSTRIES,15.536342453279259
1999,northernireland,ABDE,6.3611356528508685
1999,northernireland,C,16.020262113426305
1999,northernireland,F,12.78307799486916
1999,northernireland,G,13.194902091652613
1999,northernireland,H,13.20584916083324
1999,northernireland,I,8.958983041883636
1999,northernireland,J,27.36497591898842
1999,northernireland,K,18.84226961508399
1999,northernireland,L,568.5669302977209
1999,northernireland,M,17.6967250281717
1999,northernireland,N,12.336864611775969
1999,northernireland,O,14.144288083373414
1999,northernireland,P,17.606241051900394
1999,northernireland,Q,12.237131946715838
1999,northernireland,R,8.087818548572345
1999,northernireland,ST,14.308658337586484
2000,uk,ALLINDUSTRIES,20.913670406885604
2000,uk,ABDE,38.58590406020539
2000,uk,C,19.930276434596102
2000,uk,F,15.45929417482186
2000,uk,G,14.855751901417237
2000,uk,H,17.69859451654226
2000,uk,I,11.220089039837568
2000,uk,J,31.10294992372352
2000,uk,K,25.88361450153609
2000,uk,L,322.66799836081776
2000,uk,M,18.068053260939383
2000,uk,N,13.667590875394545
2000,uk,O,17.467254476360715
2000,uk,P,18.95376526431353
2000,uk,Q,14.316555296669303
2000,uk,R,13.625187204942762
2000,uk,ST,17.104202718457255
2000,northeast,ALLINDUSTRIES,18.008367713809463
2000,northeast,ABDE,25.06095785795597
2000,northeast,C,18.999092226771726
2000,northeast,F,14.424652953691467
2000,northeast,G,12.462398523564046
2000,northeast,H,13.750404625911763
2000,northeast,I,10.658806243187543
2000,northeast,J,27.94405965127634
2000,northeast,K,24.50406639318958
2000,northeast,L,433.93214517547494
2000,northeast,M,10.806586268626374
2000,northeast,N,11.524975145844026
2000,northeast,O,14.609399256699207
2000,northeast,P,18.276771014422582
2000,northeast,Q,13.540564839512475
2000,northeast,R,8.82876229088447
2000,northeast,ST,15.852364265879235
2000,northwest,ALLINDUSTRIES,18.924701797786632
2000,northwest,ABDE,27.126135001643096
2000,northwest,C,20.298328090587574
2000,northwest,F,14.926484285424479
2000,northwest,G,13.523894782647325
2000,northwest,H,16.039629763931405
2000,northwest,I,10.164585602651332
2000,northwest,J,24.210567762168036
2000,northwest,K,20.582846200024598
2000,northwest,L,324.18424737480416
2000,northwest,M,16.180589395476954
2000,northwest,N,12.845764734416424
2000,northwest,O,14.65539563380482
2000,northwest,P,18.108950453085868
2000,northwest,Q,14.17700401908816
2000,northwest,R,11.142456920765415
2000,northwest,ST,16.192172512536757
2000,yorkshirehumber,ALLINDUSTRIES,18.338480206937366
2000,yorkshirehumber,ABDE,31.75227383503849
2000,yorkshirehumber,C,18.36654834447512
2000,yorkshirehumber,F,14.436250341752272
2000,yorkshirehumber,G,13.152113635340436
2000,yorkshirehumber,H,15.404642974435404
2000,yorkshirehumber,I,10.01361457007335
2000,yorkshirehumber,J,25.168860763123707
2000,yorkshirehumber,K,19.776692027533763
2000,yorkshirehumber,L,385.8002273050448
2000,yorkshirehumber,M,15.725066218375622
2000,yorkshirehumber,N,11.77297380275109
2000,yorkshirehumber,O,15.075927881640395
2000,yorkshirehumber,P,17.5948207707994
2000,yorkshirehumber,Q,13.184240099552806
2000,yorkshirehumber,R,10.756869083908377
2000,yorkshirehumber,ST,17.155101862227113
2000,eastmidlands,ALLINDUSTRIES,18.206678046620983
2000,eastmidlands,ABDE,25.757928768376733
2000,eastmidlands,C,17.81002468617654
2000,eastmidlands,F,14.687810967025415
2000,eastmidlands,G,14.287913308869975
2000,eastmidlands,H,14.001838359749069
2000,eastmidlands,I,10.245199693538972
2000,eastmidlands,J,22.33584753023564
2000,eastmidlands,K,25.27584029336972
2000,eastmidlands,L,401.29678675814455
2000,eastmidlands,M,15.028283851825499
2000,eastmidlands,N,12.489500035058024
2000,eastmidlands,O,15.41884668728079
2000,eastmidlands,P,15.805879167291707
2000,eastmidlands,Q,12.848926335716452
2000,eastmidlands,R,13.53544846350678
2000,eastmidlands,ST,15.071210834678556
2000,westmidlands,ALLINDUSTRIES,18.948651747479133
2000,westmidlands,ABDE,25.30287798789872
2000,westmidlands,C,17.63065836366043
2000,westmidlands,F,15.362190986215602
2000,westmidlands,G,13.862446959604005
2000,westmidlands,H,15.82293431757214
2000,westmidlands,I,12.009154887610343
2000,westmidlands,J,25.052794655180097
2000,westmidlands,K,24.613317705910003
2000,westmidlands,L,350.38541840891327
